hotel_id;Unnamed: 0;room_id;hotel_name;city_name;accommodation_type;room_name;room_surface_in_m2;room_facilities
10778290;171;1077829002;Ed Point no Setor Marista PCO;Goiânia;apartment;Apartamento;48.0;['Toalhas', 'Roupa de cama', 'Guarda-roupa ou armário', 'Área de estar', 'Ferro de passar roupa', 'Produtos de higiene pessoal gratuitos', 'Mesa de trabalho', 'Arara para roupas', 'Internet', 'Varanda', 'Fogão', 'Papel higiênico', 'Ar-condicionado', 'Micro-ondas', 'Secador de cabelo', 'Cozinha', 'Chuveiro', 'Cesto de lixo', 'Produtos de limpeza', 'Torradeira', 'Banheiro privativo', 'Utensílios de cozinha', 'TV', 'Geladeira', 'Sofá', 'Garrafa de água', 'Shampoo']
10778084;173;1077808402;Studios Modernos no Setor Bueno WBU;Goiânia;apartment;Estúdio;41.0;['Cozinha', 'Flat particular em prédio', 'Travesseiro comum', 'Ar-condicionado', 'Mesa de jantar', 'Chuveiro', 'Toalhas', 'Cesto de lixo', 'Geladeira', 'Detector de fumaça', 'Roupa de cama', 'Fontes de monóxido de carbono', 'Secador de cabelo', 'Tomada perto da cama', 'Taças de vinho', 'Extintor de incêndio', 'Chaleira/cafeteira', 'Chave de acesso', 'Área de estar', 'Detector de monóxido de carbono', 'Banheiro privativo', 'Micro-ondas', 'Acessível por elevador', 'Forno', 'Ferro de passar roupa', 'Internet', 'Utensílios de cozinha', 'Guarda-roupa ou armário', 'Arara para roupas', 'Área para refeições', 'Produtos de higiene pessoal gratuitos', 'Sofá', 'Papel higiênico', 'Varanda', 'Vaso sanitário', 'TV', 'Fogão']
10777250;178;1077725002;Hotel no Marista - QSM;Goiânia;apartment;Estúdio;28.0;['Canais a cabo', 'Arara para roupas', 'Roupa de cama', 'Área de estar', 'Shampoo', 'Produtos de higiene pessoal gratuitos', 'Ar-condicionado', 'Mesa de trabalho', 'TV', 'Cesto de lixo', 'Internet', 'Detector de fumaça', 'Geladeira', 'Banheiro privativo', 'Cofre', 'Guarda-roupa ou armário', 'Toalhas', 'Papel higiênico']
10774832;182;1077483202;Edifício Metropolitan Barcelona - Jardim Goias - MBC;Goiânia;apartment;Apartamento;45.0;['TV', 'Geladeira', 'Cesto de lixo', 'Banheiro privativo', 'Utensílios de cozinha', 'Torradeira', 'Cozinha', 'Internet', 'Guarda-roupa ou armário', 'Ferro de passar roupa', 'Papel higiênico', 'Chuveiro', 'Mesa de trabalho', 'Ar-condicionado', 'Fogão', 'Área de estar', 'Varanda', 'Sofá', 'Produtos de limpeza', 'Micro-ondas', 'Secador de cabelo', 'Toalhas', 'Garrafa de água', 'Arara para roupas', 'Vaso sanitário', 'Roupa de cama']
10774699;191;1077469902;Apartamento térreo Porto Alegre-RS RDQ001;Porto Alegre;apartment;Apartamento;104.0;['Vaso sanitário', 'Ar-condicionado', 'TV', 'Micro-ondas', 'Secador de cabelo', 'Geladeira', 'Toalete adicional', 'Área para refeições', 'Toalhas', 'Forno', 'Guarda-roupa ou armário', 'Cozinha', 'Utensílios de cozinha', 'Churrasqueira', 'Fogão', 'Sofá-cama', 'Banheiro privativo', 'Chuveiro', 'Cesto de lixo', 'Roupa de cama', 'Toda a unidade localizada no térreo', 'Ferro de passar roupa', 'Varal para secar roupas']
10774036;192;1077403602;Studios aconchegantes no Setor Marista BLS;Goiânia;apartment;Apartamento;28.0;['Roupa de cama', 'Guarda-roupa ou armário', 'Ferro de passar roupa', 'Cesto de lixo', 'Micro-ondas', 'Fogão', 'Cozinha', 'Secador de cabelo', 'Toalhas', 'Produtos de limpeza', 'Máquina de café', 'Garrafa de água', 'Arara para roupas', 'TV', 'Papel higiênico', 'Área de estar', 'Utensílios de cozinha', 'Banheiro privativo', 'Geladeira', 'Internet', 'Shampoo', 'Torradeira']
10773993;211;1077399302;Lindos apto com piscina no Setor Oeste IDV;Goiânia;apartment;Apartamento;39.0;['Cesto de lixo', 'Torradeira', 'Ferro de passar roupa', 'TV', 'Produtos de higiene pessoal gratuitos', 'Guarda-roupa ou armário', 'Roupa de cama', 'Internet', 'Utensílios de cozinha', 'Produtos de limpeza', 'Área de estar', 'Cozinha', 'Ar-condicionado', 'Micro-ondas', 'Arara para roupas', 'Fogão', 'Toalhas', 'Geladeira', 'Papel higiênico', 'Banheiro privativo', 'Sofá', 'Shampoo', 'Varanda', 'Máquina de café']
10773976;215;1077397602;Apto com churrasqueira privativa Itapema-SC CPE203;Itapema;apartment;Apartamento;90.0;['TV', 'Roupa de cama', 'Chuveiro', 'Chaleira elétrica', 'Varanda', 'Área para refeições', 'Cozinha', 'Banheiro privativo', 'Área de estar', 'Utensílios de cozinha', 'Máquina de lavar roupas', 'Ferro de passar roupa', 'Chaleira/cafeteira', 'Ar-condicionado', 'Vaso sanitário', 'Sofá', 'Toalhas', 'Cesto de lixo', 'Mesa de jantar', 'Churrasqueira', 'Fogão', 'Micro-ondas', 'Guarda-roupa ou armário', 'Geladeira', 'Varal para secar roupas', 'Forno', 'Secador de cabelo']
10772593;216;1077259302;Apto aconchegante e próx a praia em Itapema RGO702;Itapema;apartment;Apartamento;88.8;['Utensílios de cozinha', 'Churrasqueira', 'Ferro de passar roupa', 'Sofá', 'Acessível por elevador', 'Micro-ondas', 'Ar-condicionado', 'Roupa de cama', 'Forno', 'Área de estar', 'Máquina de café', 'Mesa de jantar', 'Geladeira', 'Cozinha', 'Toalhas', 'Vaso sanitário', 'Secador de cabelo', 'Chuveiro', 'Travesseiro comum', 'Guarda-roupa ou armário', 'Banheiro privativo', 'Taças de vinho', 'Área para refeições', 'Fogão', 'Internet', 'Cesto de lixo', 'Varal para secar roupas', 'TV']
10770007;217;1077000702;Confortável duplex 2 quarto no Bueno - TXP0918;Goiânia;apartment;Loft;89.0;['Produtos de limpeza', 'TV', 'Produtos de higiene pessoal gratuitos', 'Área para refeições', 'Ar-condicionado', 'Internet', 'Secador de cabelo', 'Papel higiênico', 'Shampoo', 'Torradeira', 'Toalhas', 'Sofá', 'Fogão', 'Ferro de passar roupa', 'Geladeira', 'Micro-ondas', 'Garrafa de água', 'Área de estar', 'Cesto de lixo', 'Roupa de cama', 'Cozinha', 'Arara para roupas', 'Utensílios de cozinha', 'Banheiro privativo', 'Varanda', 'Guarda-roupa ou armário']
10769005;218;1076900502;Charmosos Flats no Setor Bueno TXP;Goiânia;apartment;Estúdio;39.0;['Vaso sanitário', 'Garrafa de água', 'Micro-ondas', 'Torradeira', 'Papel higiênico', 'Cozinha', 'Chave de acesso', 'Toalhas', 'Geladeira', 'Varanda', 'Secador de cabelo', 'Ar-condicionado', 'Ferro de passar roupa', 'Cesto de lixo', 'TV', 'Mesa de trabalho', 'Travesseiro comum', 'Independente', 'Guarda-roupa ou armário', 'Área de estar', 'Extintor de incêndio', 'Produtos de limpeza', 'Mesa de jantar', 'Chuveiro', 'Utensílios de cozinha', 'Fogão', 'Roupa de cama', 'Banheiro privativo', 'Arara para roupas', 'Chaleira/cafeteira', 'Internet', 'Tomada perto da cama']
10768701;269;1076870102;Apto próximo ao Mar, Praia Brava/Itajai SC EDU302;Itajaí;apartment;Apartamento;138.37;['Máquina de lavar roupas', 'Roupa de cama', 'Secador de cabelo', 'Travesseiro comum', 'Internet', 'Mesa de jantar', 'Ferro de passar roupa', 'Geladeira', 'Forno', 'Micro-ondas', 'Banheiro privativo', 'Sofá', 'Toalhas', 'Guarda-roupa ou armário', 'Churrasqueira', 'Vaso sanitário', 'Varal para secar roupas', 'Ar-condicionado', 'Cozinha', 'Área de estar', 'Chuveiro', 'Vista do mar', 'Área para refeições', 'Utensílios de cozinha', 'Taças de vinho', 'Cesto de lixo', 'Fogão', 'TV', 'Torradeira']
10763545;270;1076354502;Casa aconhegante próx da praia em Trancoso RNO373;Trancoso;holiday_home;Casa de 2 Quartos;84.0;['Ar-condicionado', 'Toalhas', 'Travesseiro comum', 'Cozinha', 'Varal para secar roupas', 'Roupa de cama', 'Chuveiro', 'Geladeira', 'Arara para roupas', 'Ferro de passar roupa', 'Micro-ondas', 'Independente', 'Área para refeições', 'TV', 'Cesto de lixo', 'Fogão', 'Internet', 'Sofá', 'Banheiro privativo', 'Vaso sanitário', 'Papel higiênico', 'Forno', 'Secador de cabelo', 'Varanda', 'Tomada perto da cama', 'Torradeira', 'Andares superiores acessíveis somente por escada', 'Taças de vinho', 'Mesa de jantar', 'Utensílios de cozinha', 'Guarda-roupa ou armário', 'Chave de acesso']
10758662;271;1075866202;Apto de luxo prox a praia de Pereque PDP904;Porto Belo;apartment;Apartamento;102.0;['Área de estar', 'Área para refeições', 'Cesto de lixo', 'Secadora de roupas', 'Forno', 'Micro-ondas', 'Ar-condicionado', 'Taças de vinho', 'TV', 'Churrasqueira', 'Travesseiro comum', 'Roupa de cama', 'Vista do mar', 'Internet', 'Utensílios de cozinha', 'Vaso sanitário', 'Mesa de jantar', 'Toalhas', 'Banheiro privativo', 'Acessível por elevador', 'Chuveiro', 'Varanda', 'Geladeira', 'Fogão', 'Varal para secar roupas', 'Secador de cabelo', 'Máquina de lavar roupas', 'Ferro de passar roupa', 'Guarda-roupa ou armário', 'Sofá', 'Cozinha']
10758586;272;1075858602;Lindo Apto próximo a Praia em Cabo Frio EMT203;Cabo Frio;apartment;Apartamento;52.0;['Micro-ondas', 'Toalhas', 'Mesa de jantar', 'Cesto de lixo', 'Ar-condicionado', 'Cozinha', 'Banheiro privativo', 'TV', 'Ferro de passar roupa', 'Varanda', 'Guarda-roupa ou armário', 'Geladeira', 'Secador de cabelo', 'Sofá-cama', 'Utensílios de cozinha', 'Fogão', 'Roupa de cama', 'Forno', 'Vaso sanitário', 'Chaleira/cafeteira', 'Área para refeições', 'Chuveiro']
10758516;273;1075851602;Moderno apto com piscina e churrasqueira ELE203;Florianópolis;apartment;Apartamento;90.0;['Chuveiro', 'Área para refeições', 'Sofá', 'Ventilador', 'Utensílios de cozinha', 'TV', 'Cozinha', 'Mesa de trabalho', 'Independente', 'Tomada perto da cama', 'Internet', 'Ar-condicionado', 'Travesseiro comum', 'Ferro de passar roupa', 'Banheiro privativo', 'Vaso sanitário', 'Fogão', 'Máquina de café', 'Chave de acesso', 'Papel higiênico', 'Torradeira', 'Mesa de jantar', 'Churrasqueira', 'Taças de vinho', 'Varanda', 'Máquina de lavar roupas', 'Guarda-roupa ou armário', 'Forno', 'Arara para roupas', 'Micro-ondas', 'Acessível por elevador', 'Cesto de lixo', 'Varal para secar roupas', 'Roupa de cama', 'Secador de cabelo', 'Geladeira', 'Toalhas']
10757929;274;1075792902;Apto bem localizado a 500mts da praia RHI206;Florianópolis;apartment;Apartamento;42.0;['Chaleira elétrica', 'Cozinha', 'Internet', 'Guarda-roupa ou armário', 'Cesto de lixo', 'Tomada perto da cama', 'Fogão', 'Torradeira', 'Secador de cabelo', 'Geladeira', 'Independente', 'Churrasqueira', 'Máquina de café', 'Ar-condicionado', 'Toalhas', 'Ferro de passar roupa', 'Chuveiro', 'Papel higiênico', 'Varanda', 'Máquina de lavar roupas', 'Varal para secar roupas', 'Mesa de jantar', 'Área para refeições', 'Sofá', 'Micro-ondas', 'Andares superiores acessíveis somente por escada', 'Vaso sanitário', 'TV', 'Travesseiro comum', 'Roupa de cama', 'Banheiro privativo', 'Utensílios de cozinha', 'Taças de vinho', 'Chave de acesso']
10757927;275;1075792702;Apto 500m da Praia do Forte Cabo Frio-RJ CWS201;Cabo Frio;apartment;Apartamento;70.0;['Ar-condicionado', 'Ferro de passar roupa', 'Máquina de lavar roupas', 'Utensílios de cozinha', 'Área para refeições', 'Toalhas', 'Forno', 'Mesa de jantar', 'Vaso sanitário', 'Chaleira/cafeteira', 'Área de estar', 'Secador de cabelo', 'TV', 'Micro-ondas', 'Cesto de lixo', 'Chuveiro', 'Guarda-roupa ou armário', 'Geladeira', 'Sofá', 'Varal para secar roupas', 'Cozinha', 'Banheiro privativo', 'Fogão', 'Roupa de cama']
10757806;276;1075780602;Lindo studio novo e moderno em Porto Alegre JRE417;Porto Alegre;apartment;Estúdio Duplo Deluxe;25.0;['Micro-ondas', 'Chuveiro', 'Cesto de lixo', 'Guarda-roupa ou armário', 'Fogão', 'Forno', 'Utensílios de cozinha', 'Mesa de jantar', 'Geladeira', 'Extintor de incêndio', 'Área de estar', 'Área para refeições', 'Vaso sanitário', 'Taças de vinho', 'Roupa de cama', 'Sofá', 'Cozinha', 'Detector de fumaça', 'Banheiro privativo', 'Ar-condicionado', 'Toalhas', 'Travesseiro comum', 'TV', 'Internet']
10747199;277;1074719902;Apto a 2 minutos do mar e com churrasqueira VJE301;Florianópolis;apartment;Apartamento;110.0;['Chuveiro', 'Internet', 'Secador de cabelo', 'Ar-condicionado', 'Utensílios de cozinha', 'Fogão', 'Chaleira elétrica', 'Máquina de lavar roupas', 'Área para refeições', 'Micro-ondas', 'Vaso sanitário', 'Ferro de passar roupa', 'Varal para secar roupas', 'Mesa de jantar', 'Forno', 'Geladeira', 'Guarda-roupa ou armário', 'Taças de vinho', 'TV', 'Extintor de incêndio', 'Cesto de lixo', 'Toalhas', 'Banheiro privativo', 'Cozinha', 'Detector de fumaça', 'Churrasqueira', 'Secadora de roupas', 'Roupa de cama', 'Varanda', 'Sofá', 'Área de estar', 'Travesseiro comum']
10747158;278;1074715802;Casa próximo a Praia do Rosa EGI001;Imbituba;holiday_home;Casa de Temporada;150.0;['Geladeira', 'Cesto de lixo', 'Varal para secar roupas', 'Sofá', 'Máquina de lavar roupas', 'Cozinha', 'Guarda-roupa ou armário', 'Ar-condicionado', 'Ferro de passar roupa', 'Área para refeições', 'Varanda', 'Roupa de cama', 'Chuveiro', 'Toalete adicional', 'Churrasqueira', 'Chaleira elétrica', 'TV', 'Chaleira/cafeteira', 'Forno', 'Utensílios de cozinha', 'Fogão', 'Área de estar', 'Banheiro privativo', 'Toda a unidade localizada no térreo', 'Vaso sanitário', 'Toalhas', 'Micro-ondas']
10746819;279;1074681902;Lindo e espaçoso apto pé na areia VBU206;Itapema;apartment;Apartamento;169.0;[]
10746726;280;1074672602;Apto aconchegante a 4min da praia LIV903;Balneário Camboriú;apartment;Apartamento;95.0;['Torradeira', 'Sofá', 'Guarda-roupa ou armário', 'Varal para secar roupas', 'Taças de vinho', 'Chaleira elétrica', 'Máquina de lavar roupas', 'Ferro de passar roupa', 'Varanda', 'Secador de cabelo', 'Área para refeições', 'Forno', 'Ar-condicionado', 'Travesseiro comum', 'Chuveiro', 'Geladeira', 'Fogão', 'Internet', 'Chave de acesso', 'Banheiro privativo', 'Chaleira/cafeteira', 'Tomada perto da cama', 'Arara para roupas', 'Cesto de lixo', 'Mesa de jantar', 'Toalhas', 'Acessível por elevador', 'TV', 'Vaso sanitário', 'Roupa de cama', 'Micro-ondas', 'Independente', 'Papel higiênico', 'Cozinha']
10746174;281;1074617402;Apto pé na areia em Balneário Camboriu ACS806;Balneário Camboriú;apartment;Apartamento;90.8;['Sofá', 'Internet', 'Torradeira', 'Chuveiro', 'Tomada perto da cama', 'Acessível por elevador', 'Máquina de lavar roupas', 'TV', 'Guarda-roupa ou armário', 'Papel higiênico', 'Área para refeições', 'Ar-condicionado', 'Fogão', 'Arara para roupas', 'Banheiro privativo', 'Secador de cabelo', 'Taças de vinho', 'Cozinha', 'Ferro de passar roupa', 'Roupa de cama', 'Cesto de lixo', 'Geladeira', 'Micro-ondas', 'Vaso sanitário', 'Varal para secar roupas', 'Utensílios de cozinha', 'Travesseiro comum', 'Forno', 'Chave de acesso', 'Toalhas', 'Independente', 'Mesa de jantar']
10745594;282;1074559402;Apto com churrasqueira privativa Floripa-SC RDB204;Florianópolis;apartment;Apartamento;69.41;['Chaleira/cafeteira', 'Varanda', 'Área para refeições', 'Guarda-roupa ou armário', 'Chuveiro', 'Secadora de roupas', 'Varal para secar roupas', 'Geladeira', 'Fogão', 'Secador de cabelo', 'Cesto de lixo', 'Micro-ondas', 'Área de estar', 'TV', 'Vaso sanitário', 'Mesa de jantar', 'Ar-condicionado', 'Roupa de cama', 'Forno', 'Chaleira elétrica', 'Cozinha', 'Máquina de lavar roupas', 'Toalhas', 'Sofá-cama', 'Churrasqueira', 'Utensílios de cozinha', 'Banheiro privativo']
10738128;283;1073812802;Apto a 70m da praia Bombinhas-SC VDN303;Bombinhas;apartment;Apartamento;140.0;['Andares superiores acessíveis somente por escada', 'Vaso sanitário', 'Mesa de jantar', 'Fogão', 'Chuveiro', 'Máquina de lavar roupas', 'Geladeira', 'Ferro de passar roupa', 'Cesto de lixo', 'Roupa de cama', 'Toalhas', 'Vista do mar', 'TV', 'Secador de cabelo', 'Varal para secar roupas', 'Micro-ondas', 'Forno', 'Banheiro privativo', 'Churrasqueira', 'Área para refeições', 'Varanda', 'Chaleira/cafeteira', 'Cozinha', 'Ar-condicionado', 'Utensílios de cozinha', 'Sofá-cama', 'Chaleira elétrica', 'Guarda-roupa ou armário']
10737846;284;1073784602;Apto em cond c piscina a 2min da praia VJG301;Ilhéus;apartment;Apartamento;55.0;['Ferro de passar roupa', 'Mesa de jantar', 'Taças de vinho', 'Arara para roupas', 'Secador de cabelo', 'Roupa de cama', 'Geladeira', 'Área para refeições', 'Forno', 'Cesto de lixo', 'Cozinha', 'Ventilador', 'Micro-ondas', 'Banheiro privativo', 'Fogão', 'Papel higiênico', 'Tomada perto da cama', 'Toalhas', 'Internet', 'TV', 'Vaso sanitário', 'Acessível por elevador', 'Chave de acesso', 'Torradeira', 'Utensílios de cozinha', 'Sofá', 'Guarda-roupa ou armário', 'Travesseiro comum', 'Chuveiro', 'Máquina de café', 'Independente', 'Ar-condicionado']
10737373;285;1073737302;Apto a 300mt da praia em Ilhéus VCM005;Ilhéus;holiday_home;Casa de 2 Quartos;120.0;['Papel higiênico', 'Vaso sanitário', 'Mesa de jantar', 'Torradeira', 'Geladeira', 'Independente', 'Forno', 'Cesto de lixo', 'Andares superiores acessíveis somente por escada', 'Área para refeições', 'Varal para secar roupas', 'Travesseiro comum', 'Cozinha', 'Churrasqueira', 'Ventilador', 'Chave de acesso', 'Toalhas', 'Roupa de cama', 'Máquina de café', 'TV', 'Sofá-cama', 'Guarda-roupa ou armário', 'Tomada perto da cama', 'Varanda', 'Fogão', 'Ferro de passar roupa', 'Banheiro privativo', 'Arara para roupas', 'Ar-condicionado', 'Chuveiro']
10736947;286;1073694702;Apto prox a praia e com churrasqueira IBL103;Porto Belo;apartment;Apartamento;89.0;['Vista', 'Cesto de lixo', 'Geladeira', 'Forno', 'Banheiro privativo', 'Roupa de cama', 'Cozinha', 'Fogão', 'Vaso sanitário', 'Chuveiro', 'TV', 'Sofá', 'Guarda-roupa ou armário', 'Toalhas', 'Área para refeições', 'Utensílios de cozinha', 'Churrasqueira', 'Mesa de jantar', 'Taças de vinho', 'Travesseiro comum', 'Máquina de lavar roupas', 'Varal para secar roupas', 'Micro-ondas', 'Máquina de café', 'Ar-condicionado', 'Varanda', 'Área de estar']
10735239;287;1073523902;Apartamentos em Jurerê - JMA;Florianópolis;apartment;Apartamento;45.44;['Cozinha', 'Área de estar', 'Banheiro privativo', 'Andares superiores acessíveis somente por escada', 'Fogão', 'Geladeira', 'Toalhas', 'Utensílios de cozinha', 'Roupa de cama', 'Sofá-cama', 'Micro-ondas', 'Secador de cabelo', 'TV', 'Ar-condicionado', 'Vaso sanitário', 'Área para refeições', 'Arara para roupas', 'Ferro de passar roupa', 'Mesa de jantar', 'Cesto de lixo', 'Chuveiro']
10731993;291;1073199302;ARE - apartamentos próximos ao centro;Florianópolis;apartment;Estúdio;28.3;['Roupa de cama', 'TV', 'Travesseiro comum', 'Fogão', 'Cozinha', 'Utensílios de cozinha', 'Ferro de passar roupa', 'Acessível por elevador', 'Cesto de lixo', 'Banheiro privativo', 'Taças de vinho', 'Guarda-roupa ou armário', 'Chaleira elétrica', 'Geladeira', 'Área de estar', 'Ar-condicionado', 'Chuveiro', 'Área para refeições', 'Forno', 'Varal para secar roupas', 'Micro-ondas', 'Sofá-cama', 'Máquina de lavar roupas', 'Mesa de jantar', 'Vaso sanitário', 'Secadora de roupas', 'Secador de cabelo', 'Toalhas']
10731407;294;1073140702;Duplex em condo. resort Arraial D'Ajuda-BA RDL052;Arraial d'Ajuda;holiday_home;Casa de Temporada;80.0;['Vaso sanitário', 'Máquina de lavar roupas', 'Chaleira/cafeteira', 'Roupa de cama', 'Andares superiores acessíveis somente por escada', 'Sofá-cama', 'Toalhas', 'Área de estar', 'Ar-condicionado', 'TV', 'Cesto de lixo', 'Área para refeições', 'Forno', 'Micro-ondas', 'Churrasqueira', 'Guarda-roupa ou armário', 'Secador de cabelo', 'Varal para secar roupas', 'Banheiro privativo', 'Ventilador', 'Utensílios de cozinha', 'Cozinha', 'Mesa de jantar', 'Fogão', 'Geladeira', 'Chuveiro']
10731303;295;1073130302;Apto a 2 minutos do mar em Praia Grande SBO014;Ubatuba;apartment;Apartamento;50.0;['Travesseiro comum', 'Chuveiro', 'Fogão', 'Taças de vinho', 'Banheiro privativo', 'Roupa de cama', 'Máquina de lavar roupas', 'Área para refeições', 'Sofá', 'Forno', 'Acessível por elevador', 'TV', 'Internet', 'Vista', 'Geladeira', 'Cozinha', 'Varal para secar roupas', 'Ventilador', 'Guarda-roupa ou armário', 'Cesto de lixo', 'Toalhas', 'Ar-condicionado', 'Área de estar', 'Mesa de jantar', 'Micro-ondas', 'Independente', 'Vaso sanitário']
10715274;296;1071527402;Casa duplex incrível em Porto Seguro-BA ADT088;Porto Seguro;holiday_home;Casa de Temporada;400.0;['Roupa de cama', 'Churrasqueira', 'Mesa de jantar', 'Geladeira', 'Cesto de lixo', 'Vaso sanitário', 'Varanda', 'Fogão', 'Chaleira/cafeteira', 'Chuveiro', 'Toalhas', 'Área para refeições', 'Piscina privativa', 'Banheiro privativo', 'Varal para secar roupas', 'Utensílios de cozinha', 'Cozinha', 'TV', 'Sofá-cama', 'Área de estar', 'Micro-ondas', 'Toalete adicional', 'Andares superiores acessíveis somente por escada', 'Guarda-roupa ou armário', 'Forno', 'Vista do jardim']
10710575;297;1071057502;Apartamentos próx a UFSC - SVE;Florianópolis;apartment;Apartamento;51.32;['Fogão', 'Micro-ondas', 'Máquina de lavar roupas', 'Churrasqueira', 'Utensílios de cozinha', 'Varanda', 'Área de estar', 'Banheiro privativo', 'Sofá', 'Vaso sanitário', 'Forno', 'Chaleira elétrica', 'Cesto de lixo', 'TV', 'Cozinha', 'Geladeira', 'Ar-condicionado', 'Mesa de jantar', 'Toalhas', 'Guarda-roupa ou armário', 'Chuveiro', 'Área para refeições', 'Secadora de roupas', 'Secador de cabelo', 'Ferro de passar roupa', 'Roupa de cama']
10709214;300;1070921402;Apto na praia de Canasvieiras Floripa-SC LBM206;Florianópolis;apartment;Apartamento;60.0;['Geladeira', 'Secador de cabelo', 'Guarda-roupa ou armário', 'Utensílios de cozinha', 'Vaso sanitário', 'Sofá-cama', 'Cesto de lixo', 'Roupa de cama', 'Cozinha', 'TV', 'Ferro de passar roupa', 'Forno', 'Chuveiro', 'Varanda', 'Área para refeições', 'Fogão', 'Ar-condicionado', 'Micro-ondas', 'Banheiro privativo', 'Toalhas']
10702783;301;1070278302;Linda casa 2min do mar com churrasqueira RGV115;Bombinhas;holiday_home;Villa Deluxe;90.0;['Internet', 'Roupa de cama', 'Churrasqueira', 'Toalhas', 'Chuveiro', 'Travesseiro comum', 'Sofá', 'Área para refeições', 'Vaso sanitário', 'Forno', 'Varal para secar roupas', 'Máquina de lavar roupas', 'Ar-condicionado', 'Fogão', 'Micro-ondas', 'Secadora de roupas', 'TV', 'Toda a unidade localizada no térreo', 'Móveis na área externa', 'Cesto de lixo', 'Cozinha', 'Ferro de passar roupa', 'Banheiro privativo', 'Taças de vinho', 'Área de refeições externa', 'Mesa de jantar', 'Guarda-roupa ou armário', 'Área de estar', 'Geladeira', 'Utensílios de cozinha']
10699414;302;1069941402;Studio incrível e equipado em Floripa-SC STI202;Florianópolis;apartment;Apartamento;45.0;[]
10697704;303;1069770402;Belo apto a 2 min da praia de Camboriú CEP093;Balneário Camboriú;apartment;Apartamento;109.0;['Cozinha', 'Sofá', 'Cesto de lixo', 'Mesa de jantar', 'Ar-condicionado', 'Chuveiro', 'Forno', 'Chaleira elétrica', 'Travesseiro comum', 'Internet', 'Secador de cabelo', 'Área para refeições', 'Área de estar', 'Banheiro privativo', 'Guarda-roupa ou armário', 'Vista do mar', 'Micro-ondas', 'Máquina de lavar roupas', 'Toalhas', 'Utensílios de cozinha', 'TV', 'Ferro de passar roupa', 'Vaso sanitário', 'Roupa de cama', 'Máquina de café', 'Taças de vinho', 'Varal para secar roupas', 'Geladeira', 'Chaleira/cafeteira', 'Fogão']
10697286;304;1069728602;Apto a 50m da praia Floripa-SC MDN208;Florianópolis;apartment;Apartamento;140.0;['Chaleira/cafeteira', 'Roupa de cama', 'Andares superiores acessíveis somente por escada', 'Toalhas', 'Ar-condicionado', 'Forno', 'Utensílios de cozinha', 'Sofá-cama', 'Micro-ondas', 'Guarda-roupa ou armário', 'Ferro de passar roupa', 'Varanda', 'Área de estar', 'Fogão', 'Geladeira', 'Máquina de lavar roupas', 'Churrasqueira', 'Cozinha', 'Banheiro privativo', 'Cesto de lixo', 'Vaso sanitário', 'TV', 'Chuveiro', 'Área para refeições', 'Varal para secar roupas', 'Secador de cabelo', 'Mesa de jantar']
10682294;305;1068229402;Maravilhoso e elegante studio para casal PGO214;Poços de Caldas;apartment;Apartamento;30.0;['Guarda-roupa ou armário', 'Geladeira', 'Ferro de passar roupa', 'Travesseiro comum', 'Acessível por elevador', 'Banheiro privativo', 'Vista', 'Sofá-cama', 'Cozinha', 'Área para refeições', 'Máquina de café', 'Ar-condicionado', 'Secador de cabelo', 'Área de estar', 'Mesa de jantar', 'Utensílios de cozinha', 'TV', 'Chuveiro', 'Cesto de lixo', 'Fogão', 'Vaso sanitário', 'Toalhas', 'Taças de vinho', 'Roupa de cama', 'Micro-ondas']
10681590;306;1068159002;LIndo apto com varanda e churrasqueira ECU102;Ubatuba;apartment;Apartamento;65.0;['Micro-ondas', 'Varal para secar roupas', 'Internet', 'Chuveiro', 'Sofá-cama', 'TV', 'Guarda-roupa ou armário', 'Área para refeições', 'Geladeira', 'Ferro de passar roupa', 'Toalhas', 'Cesto de lixo', 'Cozinha', 'Mesa de jantar', 'Ar-condicionado', 'Forno', 'Varanda', 'Utensílios de cozinha', 'Banheiro privativo', 'Máquina de lavar roupas', 'Vista para uma rua tranquila', 'Churrasqueira', 'Travesseiro comum', 'Roupa de cama', 'Vista', 'Taças de vinho', 'Fogão', 'Vaso sanitário']
10677784;307;1067778402;Apto a 3min da Meia Praia Itapema-SC STR107;Itapema;apartment;Apartamento;195.0;['TV', 'Área de estar', 'Guarda-roupa ou armário', 'Varanda', 'Mesa de jantar', 'Micro-ondas', 'Área para refeições', 'Fogão', 'Cesto de lixo', 'Churrasqueira', 'Ventilador', 'Geladeira', 'Banheiro privativo', 'Forno', 'Cozinha', 'Máquina de lavar roupas', 'Ar-condicionado', 'Chuveiro', 'Roupa de cama', 'Toalhas', 'Vaso sanitário', 'Sofá']
